trip_id,window_index,ground_truth,prediction,correct
trip_000012,20,walk,walk,True
trip_000012,21,walk,walk,True
trip_000012,22,walk,walk,True
trip_000012,23,walk,walk,True
trip_000012,24,walk,walk,True
trip_000012,25,walk,walk,True
trip_000012,26,walk,walk,True
trip_000012,27,walk,walk,True
trip_000012,28,walk,walk,True
trip_000012,29,walk,walk,True
trip_000012,30,walk,walk,True
trip_000012,31,walk,walk,True
trip_000012,32,walk,walk,True
trip_000012,33,walk,walk,True
trip_000012,34,walk,walk,True
trip_000012,35,walk,walk,True
trip_000012,36,walk,walk,True
trip_000012,37,walk,walk,True
trip_000012,38,walk,walk,True
trip_000012,39,walk,walk,True
trip_000012,40,walk,walk,True
trip_000012,41,walk,walk,True
trip_000013,0,walk,car,False
trip_000013,1,walk,walk,True
trip_000013,2,walk,walk,True
trip_000013,3,walk,car,False
trip_000013,4,walk,walk,True
trip_000013,5,walk,walk,True
trip_000013,6,walk,walk,True
trip_000013,7,walk,car,False
trip_000013,8,walk,bike,False
trip_000013,9,walk,walk,True
trip_000013,10,walk,walk,True
trip_000013,11,walk,walk,True
trip_000013,12,walk,car,False
trip_000013,13,walk,bike,False
trip_000013,14,walk,bike,False
trip_000013,15,walk,walk,True
trip_000013,16,walk,car,False
trip_000013,17,walk,walk,True
trip_000013,18,walk,walk,True
trip_000013,19,walk,car,False
trip_000013,20,walk,walk,True
trip_000013,21,walk,walk,True
trip_000013,22,walk,walk,True
trip_000013,23,walk,bike,False
trip_000013,24,walk,car,False
trip_000013,25,walk,car,False
trip_000013,26,walk,car,False
trip_000013,27,walk,walk,True
trip_000013,28,walk,walk,True
trip_000013,29,walk,bike,False
trip_000013,30,walk,bike,False
trip_000013,31,walk,walk,True
trip_000013,32,walk,walk,True
trip_000013,33,walk,car,False
trip_000013,34,walk,walk,True
trip_000013,35,walk,walk,True
trip_000013,36,walk,walk,True
trip_000013,37,walk,car,False
trip_000013,38,walk,walk,True
trip_000013,39,walk,walk,True
trip_000013,40,walk,walk,True
trip_000013,41,walk,walk,True
trip_000013,42,walk,walk,True
trip_000013,43,walk,walk,True
trip_000013,44,walk,walk,True
trip_000013,45,walk,walk,True
trip_000014,0,walk,walk,True
trip_000014,1,walk,walk,True
trip_000014,2,walk,walk,True
trip_000014,3,walk,walk,True
trip_000014,4,walk,walk,True
trip_000014,5,walk,walk,True
trip_000014,6,walk,walk,True
trip_000014,7,walk,walk,True
trip_000014,8,walk,walk,True
trip_000014,9,walk,walk,True
trip_000014,10,walk,walk,True
trip_000014,11,walk,walk,True
trip_000014,12,walk,walk,True
trip_000014,13,walk,walk,True
trip_000014,14,walk,walk,True
trip_000014,15,walk,walk,True
trip_000014,16,walk,walk,True
trip_000014,17,walk,walk,True
trip_000014,18,walk,walk,True
trip_000014,19,walk,walk,True
trip_000014,20,walk,bike,False
trip_000014,21,walk,bike,False
trip_000014,22,walk,walk,True
trip_000014,23,walk,walk,True
trip_000014,24,walk,walk,True
trip_000014,25,walk,walk,True
trip_000014,26,walk,walk,True
trip_000014,27,walk,walk,True
trip_000014,28,walk,walk,True
trip_000014,29,walk,walk,True
trip_000014,30,walk,walk,True
trip_000014,31,walk,walk,True
trip_000014,32,walk,walk,True
trip_000014,33,walk,walk,True
trip_000014,34,walk,walk,True
trip_000015,0,walk,walk,True
trip_000015,1,walk,walk,True
trip_000015,2,walk,walk,True
trip_000015,3,walk,walk,True
trip_000015,4,walk,walk,True
trip_000015,5,walk,walk,True
trip_000015,6,walk,walk,True
trip_000015,7,walk,walk,True
trip_000015,8,walk,walk,True
trip_000015,9,walk,walk,True
trip_000015,10,walk,walk,True
trip_000015,11,walk,walk,True
trip_000015,12,walk,walk,True
trip_000015,13,walk,walk,True
trip_000015,14,walk,walk,True
trip_000015,15,walk,walk,True
trip_000015,16,walk,walk,True
trip_000015,17,walk,walk,True
trip_000015,18,walk,walk,True
trip_000015,19,walk,walk,True
trip_000015,20,walk,walk,True
trip_000015,21,walk,walk,True
trip_000015,22,walk,walk,True
trip_000015,23,walk,walk,True
trip_000015,24,walk,walk,True
trip_000015,25,walk,walk,True
trip_000015,26,walk,walk,True
trip_000015,27,walk,walk,True
trip_000015,28,walk,walk,True
trip_000015,29,walk,walk,True
trip_000015,30,walk,walk,True
trip_000015,31,walk,walk,True
trip_000015,32,walk,walk,True
trip_000015,33,walk,walk,True
trip_000015,34,walk,walk,True
trip_000015,35,walk,walk,True
trip_000015,36,walk,walk,True
trip_000015,37,walk,walk,True
trip_000015,38,walk,walk,True
trip_000015,39,walk,walk,True
trip_000015,40,walk,walk,True
trip_000015,41,walk,walk,True
trip_000015,42,walk,walk,True
trip_000015,43,walk,walk,True
trip_000015,44,walk,walk,True
trip_000015,45,walk,walk,True
trip_000015,46,walk,walk,True
trip_000015,47,walk,walk,True
trip_000015,48,walk,walk,True
trip_000015,49,walk,walk,True
trip_000015,50,walk,walk,True
trip_000015,51,walk,walk,True
trip_000015,52,walk,walk,True
trip_000015,53,walk,walk,True
trip_000015,54,walk,walk,True
trip_000015,55,walk,walk,True
trip_000016,0,walk,walk,True
trip_000016,1,walk,walk,True
trip_000016,2,walk,walk,True
trip_000016,3,walk,walk,True
trip_000016,4,walk,walk,True
trip_000016,5,walk,walk,True
trip_000016,6,walk,walk,True
trip_000016,7,walk,walk,True
trip_000016,8,walk,walk,True
trip_000016,9,walk,walk,True
trip_000016,10,walk,walk,True
trip_000016,11,walk,walk,True
trip_000016,12,walk,walk,True
trip_000016,13,walk,walk,True
trip_000016,14,walk,walk,True
trip_000016,15,walk,walk,True
trip_000016,16,walk,walk,True
trip_000016,17,walk,walk,True
trip_000016,18,walk,walk,True
trip_000017,0,walk,walk,True
trip_000017,1,walk,walk,True
trip_000017,2,walk,walk,True
trip_000017,3,walk,walk,True
trip_000017,4,walk,walk,True
trip_000017,5,walk,walk,True
trip_000017,6,walk,walk,True
trip_000017,7,walk,walk,True
trip_000017,8,walk,walk,True
trip_000017,9,walk,walk,True
trip_000017,10,walk,walk,True
trip_000017,11,walk,walk,True
trip_000017,12,walk,walk,True
trip_000017,13,walk,walk,True
trip_000017,14,walk,walk,True
trip_000017,15,walk,walk,True
trip_000017,16,walk,walk,True
trip_000017,17,walk,walk,True
trip_000017,18,walk,walk,True
trip_000017,19,walk,walk,True
trip_000017,20,walk,walk,True
trip_000017,21,walk,walk,True
trip_000017,22,walk,walk,True
trip_000017,23,walk,walk,True
trip_000017,24,walk,walk,True
trip_000017,25,walk,walk,True
trip_000017,26,walk,walk,True
trip_000017,27,walk,walk,True
trip_000017,28,walk,walk,True
trip_000017,29,walk,walk,True
trip_000017,30,walk,walk,True
trip_000017,31,walk,walk,True
trip_000017,32,walk,walk,True
trip_000017,33,walk,walk,True
trip_000017,34,walk,walk,True
trip_000017,35,walk,walk,True
trip_000017,36,walk,walk,True
trip_000017,37,walk,walk,True
trip_000017,38,walk,walk,True
trip_000017,39,walk,walk,True
trip_000017,40,walk,walk,True
trip_000017,41,walk,bike,False
trip_000017,42,walk,walk,True
trip_000017,43,walk,walk,True
trip_000017,44,walk,walk,True
trip_000017,45,walk,walk,True
trip_000017,46,walk,walk,True
trip_000017,47,walk,walk,True
trip_000018,0,walk,walk,True
trip_000018,1,walk,walk,True
trip_000018,2,walk,walk,True
trip_000018,3,walk,walk,True
trip_000018,4,walk,walk,True
trip_000018,5,walk,walk,True
trip_000018,6,walk,walk,True
trip_000018,7,walk,walk,True
trip_000018,8,walk,walk,True
trip_000018,9,walk,walk,True
trip_000018,10,walk,walk,True
trip_000018,11,walk,walk,True
trip_000018,12,walk,walk,True
trip_000018,13,walk,walk,True
trip_000018,14,walk,walk,True
trip_000018,15,walk,walk,True
trip_000018,16,walk,walk,True
trip_000019,0,walk,walk,True
trip_000019,1,walk,walk,True
trip_000019,2,walk,walk,True
trip_000019,3,walk,walk,True
trip_000019,4,walk,walk,True
trip_000019,5,walk,walk,True
trip_000019,6,walk,walk,True
trip_000019,7,walk,walk,True
trip_000019,8,walk,walk,True
trip_000019,9,walk,walk,True
trip_000019,10,walk,walk,True
trip_000019,11,walk,walk,True
trip_000019,12,walk,walk,True
trip_000019,13,walk,walk,True
trip_000019,14,walk,walk,True
trip_000019,15,walk,walk,True
trip_000019,16,walk,walk,True
trip_000020,0,walk,walk,True
trip_000020,1,walk,walk,True
trip_000020,2,walk,walk,True
trip_000020,3,walk,walk,True
trip_000020,4,walk,walk,True
trip_000020,5,walk,walk,True
trip_000020,6,walk,bike,False
trip_000020,7,walk,walk,True
trip_000020,8,walk,walk,True
trip_000020,9,walk,walk,True
trip_000020,10,walk,walk,True
trip_000020,11,walk,walk,True
trip_000020,12,walk,walk,True
trip_000020,13,walk,walk,True
trip_000020,14,walk,bike,False
trip_000020,15,walk,walk,True
trip_000020,16,walk,walk,True
trip_000020,17,walk,walk,True
trip_000020,18,walk,walk,True
trip_000020,19,walk,car,False
trip_000020,20,walk,walk,True
trip_000020,21,walk,walk,True
trip_000020,22,walk,walk,True
trip_000020,23,walk,walk,True
trip_000020,24,walk,walk,True
trip_000020,25,walk,walk,True
trip_000020,26,walk,walk,True
trip_000020,27,walk,bike,False
trip_000020,28,walk,car,False
trip_000020,29,walk,walk,True
trip_000020,30,walk,walk,True
trip_000020,31,walk,walk,True
trip_000020,32,walk,walk,True
trip_000020,33,walk,walk,True
trip_000020,34,walk,walk,True
trip_000020,35,walk,walk,True
trip_000020,36,walk,walk,True
trip_000020,37,walk,walk,True
trip_000020,38,walk,car,False
trip_000021,0,walk,walk,True
trip_000021,1,walk,walk,True
trip_000021,2,walk,walk,True
trip_000021,3,walk,walk,True
trip_000021,4,walk,walk,True
trip_000021,5,walk,walk,True
trip_000021,6,walk,walk,True
trip_000021,7,walk,walk,True
trip_000021,8,walk,walk,True
trip_000021,9,walk,walk,True
trip_000021,10,walk,walk,True
trip_000021,11,walk,walk,True
trip_000021,12,walk,walk,True
trip_000021,13,walk,walk,True
trip_000021,14,walk,walk,True
trip_000021,15,walk,walk,True
trip_000021,16,walk,walk,True
trip_000021,17,walk,walk,True
trip_000021,18,walk,walk,True
trip_000021,19,walk,walk,True
trip_000021,20,walk,walk,True
trip_000021,21,walk,bike,False
trip_000021,22,walk,walk,True
trip_000021,23,walk,walk,True
trip_000022,0,walk,walk,True
trip_000022,1,walk,walk,True
trip_000022,2,walk,walk,True
trip_000022,3,walk,walk,True
trip_000022,4,walk,walk,True
trip_000022,5,walk,bike,False
trip_000022,6,walk,walk,True
trip_000022,7,walk,walk,True
trip_000022,8,walk,walk,True
trip_000022,9,walk,walk,True
trip_000022,10,walk,bike,False
trip_000022,11,walk,walk,True
trip_000022,12,walk,bike,False
trip_000022,13,walk,walk,True
trip_000022,14,walk,walk,True
trip_000022,15,walk,walk,True
trip_000022,16,walk,walk,True
trip_000022,17,walk,walk,True
trip_000022,18,walk,walk,True
trip_000022,19,walk,walk,True
trip_000022,20,walk,walk,True
trip_000022,21,walk,walk,True
trip_000022,22,walk,walk,True
trip_000022,23,walk,walk,True
trip_000022,24,walk,walk,True
trip_000022,25,walk,walk,True
trip_000022,26,walk,walk,True
trip_000022,27,walk,bike,False
trip_000022,28,walk,walk,True
trip_000022,29,walk,walk,True
trip_000022,30,walk,walk,True
trip_000022,31,walk,walk,True
trip_000022,32,walk,walk,True
trip_000022,33,walk,walk,True
trip_000022,34,walk,bike,False
trip_000022,35,walk,walk,True
trip_000023,0,walk,walk,True
trip_000023,1,walk,walk,True
trip_000023,2,walk,walk,True
trip_000023,3,walk,walk,True
trip_000023,4,walk,walk,True
trip_000023,5,walk,car,False
trip_000023,6,walk,walk,True
trip_000023,7,walk,walk,True
trip_000023,8,walk,walk,True
trip_000023,9,walk,walk,True
trip_000023,10,walk,car,False
trip_000023,11,walk,walk,True
trip_000023,12,walk,bike,False
trip_000023,13,walk,walk,True
trip_000023,14,walk,walk,True
trip_000023,15,walk,walk,True
trip_000023,16,walk,walk,True
trip_000024,0,walk,walk,True
trip_000024,1,walk,walk,True
trip_000024,2,walk,walk,True
trip_000024,3,walk,walk,True
trip_000024,4,walk,walk,True
trip_000024,5,walk,walk,True
trip_000024,6,walk,walk,True
trip_000024,7,walk,walk,True
trip_000024,8,walk,walk,True
trip_000024,9,walk,walk,True
trip_000024,10,walk,walk,True
trip_000024,11,walk,walk,True
trip_000024,12,walk,walk,True
trip_000024,13,walk,walk,True
trip_000024,14,walk,walk,True
trip_000024,15,walk,walk,True
trip_000024,16,walk,walk,True
trip_000024,17,walk,walk,True
trip_000024,18,walk,walk,True
trip_000024,19,walk,walk,True
trip_000024,20,walk,walk,True
trip_000024,21,walk,walk,True
trip_000024,22,walk,walk,True
trip_000024,23,walk,walk,True
trip_000024,24,walk,walk,True
trip_000024,25,walk,walk,True
trip_000024,26,walk,walk,True
trip_000024,27,walk,walk,True
trip_000024,28,walk,walk,True
trip_000024,29,walk,walk,True
trip_000024,30,walk,walk,True
trip_000024,31,walk,walk,True
trip_000024,32,walk,walk,True
trip_000024,33,walk,walk,True
trip_000024,34,walk,walk,True
trip_000024,35,walk,walk,True
trip_000024,36,walk,walk,True
trip_000024,37,walk,walk,True
trip_000024,38,walk,walk,True
trip_000024,39,walk,walk,True
trip_000024,40,walk,walk,True
trip_000024,41,walk,walk,True
trip_000024,42,walk,walk,True
trip_000024,43,walk,walk,True
trip_000024,44,walk,walk,True
trip_000024,45,walk,walk,True
trip_000024,46,walk,walk,True
trip_000024,47,walk,walk,True
trip_000024,48,walk,walk,True
trip_000024,49,walk,walk,True
trip_000024,50,walk,walk,True
trip_000024,51,walk,walk,True
trip_000024,52,walk,walk,True
trip_000024,53,walk,walk,True
trip_000024,54,walk,walk,True
trip_000024,55,walk,walk,True
trip_000024,56,walk,walk,True
trip_000024,57,walk,walk,True
trip_000024,58,walk,walk,True
trip_000024,59,walk,walk,True
trip_000024,60,walk,walk,True
trip_000024,61,walk,walk,True
trip_000024,62,walk,walk,True
trip_000024,63,walk,walk,True
trip_000024,64,walk,walk,True
trip_000025,0,walk,walk,True
trip_000025,1,walk,walk,True
trip_000025,2,walk,walk,True
trip_000025,3,walk,walk,True
trip_000025,4,walk,walk,True
trip_000025,5,walk,walk,True
trip_000025,6,walk,walk,True
trip_000025,7,walk,walk,True
trip_000025,8,walk,walk,True
trip_000025,9,walk,walk,True
trip_000025,10,walk,walk,True
trip_000025,11,walk,walk,True
trip_000025,12,walk,walk,True
trip_000025,13,walk,walk,True
trip_000025,14,walk,walk,True
trip_000025,15,walk,walk,True
trip_000025,16,walk,walk,True
trip_000025,17,walk,walk,True
trip_000025,18,walk,walk,True
trip_000025,19,walk,walk,True
trip_000025,20,walk,walk,True
trip_000025,21,walk,walk,True
trip_000025,22,walk,walk,True
trip_000025,23,walk,walk,True
trip_000025,24,walk,walk,True
trip_000025,25,walk,walk,True
trip_000025,26,walk,walk,True
trip_000025,27,walk,walk,True
trip_000025,28,walk,walk,True
trip_000025,29,walk,walk,True
trip_000025,30,walk,walk,True
trip_000025,31,walk,walk,True
trip_000025,32,walk,walk,True
trip_000025,33,walk,walk,True
trip_000025,34,walk,walk,True
trip_000025,35,walk,walk,True
