trip_id,window_index,ground_truth,raw_prediction,final_prediction,transit_candidate,matched_subway_line,bus_context_score,subway_context_score
trip_000001,25,walk,walk,walk,,6,0.43397099144226725,0.5016178726153993
trip_000001,26,walk,walk,walk,,6,0.33307506408944276,0.5759912767479294
trip_000001,27,walk,walk,walk,,6,0.3313504889543031,0.5836848871035375
trip_000001,28,walk,walk,walk,,6,0.27577023659262245,0.5314089796823411
trip_000001,29,walk,walk,walk,,6,0.2690243409169717,0.45
trip_000001,30,walk,walk,walk,,6,0.0,0.45
trip_000001,31,walk,walk,walk,,6,0.0,0.45
trip_000001,32,walk,walk,walk,,6,0.0,0.45
trip_000001,33,walk,walk,walk,,6,0.40840943064739144,0.45
trip_000001,34,walk,walk,walk,,6,0.4150418809527604,0.45
trip_000001,35,walk,walk,walk,,6,0.3749958982471686,0.45
trip_000001,36,walk,walk,walk,,6,0.3885665122907424,0.45
trip_000001,37,walk,walk,walk,,6,0.3765739325566032,0.45
trip_000001,38,walk,walk,walk,,6,0.10663755348487246,0.45
trip_000001,39,walk,walk,walk,,6,0.0,0.45
trip_000001,40,walk,walk,walk,,6,0.34553106658553306,0.45
trip_000001,41,walk,walk,walk,,6,0.35835281050981327,0.45
trip_000001,42,walk,walk,walk,,6,0.30091091873088516,0.45
trip_000001,43,walk,walk,walk,,6,0.0,0.45
trip_000001,44,walk,walk,walk,,6,0.4365807575397467,0.45
trip_000002,0,walk,walk,walk,,,0.5430183416538562,0.0
trip_000002,1,walk,walk,walk,,,0.5203138373079033,0.0
trip_000002,2,walk,walk,walk,,,0.4344405313726015,0.0
trip_000002,3,walk,walk,walk,,,0.2848244909139179,0.0
trip_000002,4,walk,walk,walk,,,0.0,0.0
trip_000002,5,walk,walk,walk,,,0.0,0.0
trip_000002,6,walk,walk,walk,,,0.0,0.0
trip_000002,7,walk,walk,walk,,,0.0,0.0
trip_000002,8,walk,walk,walk,,,0.0,0.0
trip_000002,9,walk,walk,walk,,2,0.0,0.2508310997444492
trip_000002,10,walk,walk,walk,,2,0.1864659265058125,0.26369361083963916
trip_000002,11,walk,walk,walk,,2,0.4070677442301246,0.25
trip_000002,12,walk,walk,walk,,2,0.5121637784503501,0.25
trip_000002,13,walk,walk,walk,,2,0.5068529994460349,0.25
trip_000002,14,walk,walk,walk,,2,0.40474539260403086,0.25
trip_000002,15,walk,walk,walk,,2,0.4217069296151486,0.25
trip_000002,16,walk,walk,walk,,2,0.4328484993292077,0.38936586379887894
trip_000002,17,walk,walk,walk,,2,0.3197606596464145,0.4468202283247534
trip_000002,18,walk,walk,walk,,2,0.37195464008155377,0.5395588472229074
trip_000002,19,walk,walk,walk,,2,0.4563756752442594,0.6342068538308325
trip_000002,20,walk,walk,walk,,2,0.5196053001067671,0.6831610076828276
trip_000002,21,walk,walk,walk,,2,0.5056449841950159,0.6581711616743726
trip_000002,22,walk,walk,walk,,2,0.388039964232578,0.5628503317988155
trip_000002,23,walk,walk,walk,,2,0.47968527618843454,0.4681310529312076
trip_000002,24,walk,walk,walk,,2,0.5245740182530553,0.3876182045338436
trip_000002,25,walk,walk,walk,,2,0.42964101641609376,0.3769376217516372
trip_000002,26,walk,walk,walk,,2,0.11533358241479409,0.35
trip_000002,27,walk,walk,walk,,2,0.0,0.35
trip_000002,28,walk,walk,walk,,2,0.0,0.35
trip_000002,29,walk,walk,walk,,2,0.0,0.35
trip_000002,30,walk,walk,walk,,2,0.1655545025459137,0.35
trip_000002,31,walk,walk,walk,,2,0.5008758636815958,0.35
trip_000002,32,walk,walk,walk,,2,0.4939123530041455,0.35
trip_000002,33,walk,walk,walk,,2,0.48461669481808983,0.35
trip_000002,34,walk,walk,walk,,2,0.49017993961658357,0.35
trip_000002,35,walk,walk,walk,,2,0.5411399932714285,0.35
trip_000002,36,walk,walk,walk,,2,0.5481048620456063,0.35
trip_000002,37,walk,walk,walk,,2,0.429142313315876,0.35
trip_000002,38,walk,walk,walk,,2,0.3596878080440883,0.35
trip_000002,39,walk,walk,walk,,2,0.3595143066225295,0.35
trip_000002,40,walk,walk,walk,,2,0.3397982360627394,0.35
trip_000002,41,walk,walk,walk,,2,0.43750868028284956,0.35
trip_000002,42,walk,walk,walk,,2,0.4026951494834094,0.5168933639518366
trip_000002,43,walk,walk,walk,,2,0.49642889892624487,0.5815956698612368
trip_000002,44,walk,walk,walk,,2,0.4050938774524693,0.6249369545474358
trip_000002,45,walk,walk,walk,,2,0.4284776497792677,0.7097768922120742
trip_000003,0,walk,bike,bike,,,0.4424488001209233,0.0
trip_000003,1,walk,walk,walk,,,0.40504951549947954,0.0
trip_000003,2,walk,walk,walk,,,0.3938334360365624,0.0
trip_000003,3,walk,walk,walk,,6,0.3859856446900989,0.2949129761286908
trip_000003,4,walk,walk,walk,,6,0.46912157225821227,0.36508190460831497
trip_000003,5,walk,walk,walk,,6,0.4733811005328044,0.4781892971284877
trip_000003,6,walk,walk,walk,,6,0.43805274540600775,0.5607394102064193
trip_000003,7,walk,walk,walk,,6,0.4769739138080138,0.566356742277636
trip_000003,8,walk,walk,walk,,6,0.47751676379949426,0.47744932110767535
trip_000003,9,walk,walk,walk,,6,0.53277440501884,0.48200962784146284
trip_000003,10,walk,bike,bike,,6,0.5305976166231101,0.564398688039371
trip_000003,11,walk,walk,walk,,6,0.5423291404624724,0.5590229361310441
trip_000003,12,walk,walk,walk,,6,0.5169693978832943,0.45651418525858506
trip_000003,13,walk,walk,walk,,6,0.45955493431437816,0.34138219120674423
trip_000003,14,walk,walk,walk,,6,0.352424205992137,0.25
trip_000003,15,walk,walk,walk,,6,0.5325170713084061,0.25
trip_000004,0,walk,walk,walk,,4,0.42956791050230336,0.5429053400338248
trip_000004,1,walk,walk,walk,,4,0.512094095113037,0.5980961817025159
trip_000004,2,walk,walk,walk,,4,0.35659030202558084,0.5847157081094889
trip_000004,3,walk,car,car,,4,0.3519418461428224,0.4626451376364492
trip_000004,4,walk,car,car,,4,0.36115156709435375,0.35079369655516246
trip_000004,5,walk,bike,car,,4,0.3645046724104578,0.48424982823253215
trip_000004,6,walk,car,rail,,4,0.2761519590151934,0.7932897624555184
trip_000004,7,walk,walk,rail,,4,0.3219566631208216,0.7916138378120295
trip_000004,8,walk,walk,walk,,4,0.3365861564416851,0.6866981383295547
trip_000004,9,walk,car,car,,4,0.49190436662483594,0.5718214985195299
trip_000004,10,walk,bike,bike,,4,0.5399051232449295,0.46662750438290135
trip_000004,11,walk,bike,bike,,4,0.5394654916426317,0.5377247484654121
trip_000004,12,walk,walk,walk,,4,0.5339671097056087,0.6329140710124632
trip_000004,13,walk,walk,rail,,4,0.43604492252847904,0.7063691309433485
trip_000004,14,walk,walk,walk,,1,0.36476803744325476,0.5184444252136029
trip_000004,15,walk,walk,walk,,4,0.5228879642661878,0.7013803232729645
trip_000005,0,walk,walk,walk,,2,0.4437555926855906,0.5734192256319556
trip_000005,1,walk,walk,walk,,2,0.0,0.5855338536868613
trip_000005,2,walk,walk,walk,,2,0.0,0.508633778556875
trip_000005,3,walk,walk,walk,,2,0.13046125108558926,0.4179448155617438
trip_000005,4,walk,walk,walk,,2,0.34824346498729264,0.29481560016631864
trip_000005,5,walk,walk,walk,,2,0.3483542777878496,0.25
trip_000005,6,walk,walk,walk,,2,0.0,0.25
trip_000005,7,walk,walk,walk,,2,0.10248393712420499,0.25
trip_000005,8,walk,walk,walk,,2,0.34994909219856285,0.25
trip_000005,9,walk,walk,walk,,2,0.36183961923163777,0.25
trip_000005,10,walk,walk,walk,,2,0.3734494433510724,0.25
trip_000005,11,walk,walk,walk,,2,0.37785992601861274,0.25
trip_000005,12,walk,walk,walk,,2,0.3577481266708227,0.25
trip_000005,13,walk,walk,walk,,2,0.3649777681833725,0.25
trip_000005,14,walk,walk,walk,,2,0.3954081883208346,0.25
trip_000005,15,walk,walk,walk,,2,0.37476152923550454,0.25
trip_000005,16,walk,walk,walk,,2,0.4787351411961003,0.25
trip_000005,17,walk,walk,walk,,2,0.3960134535795049,0.25
trip_000005,18,walk,walk,walk,,2,0.3534703377092024,0.25
trip_000005,19,walk,walk,walk,,2,0.32467875503118215,0.25
trip_000005,20,walk,walk,walk,,2,0.3761025482999271,0.3233109470331983
trip_000005,21,walk,walk,walk,,2,0.24620176416416484,0.45398864609701994
trip_000005,22,walk,walk,walk,,2,0.1323224162572887,0.44652632023546723
trip_000005,23,walk,walk,walk,,2,0.1507216109241778,0.6361995708764849
trip_000005,24,walk,walk,walk,,7,0.25011837896331557,0.533419709922371
trip_000005,25,walk,walk,walk,,7,0.2585438378014214,0.5622089326624065
trip_000005,26,walk,walk,rail,,2,0.14072324792276458,0.7005858835747543
trip_000005,27,walk,walk,walk,,2,0.2195211815642693,0.578780275670955
trip_000005,28,walk,walk,walk,,2,0.44670612033379914,0.46621383126106425
trip_000005,29,walk,walk,walk,,2,0.46436736350090546,0.45
trip_000005,30,walk,walk,walk,,2,0.49826750040721096,0.45
trip_000005,31,walk,walk,walk,,2,0.515545402253114,0.45
trip_000005,32,walk,walk,walk,,2,0.5058606246563032,0.45
trip_000005,33,walk,walk,walk,,2,0.4913378874677191,0.45
trip_000005,34,walk,walk,walk,,2,0.46113891085366693,0.45
trip_000005,35,walk,walk,walk,,2,0.44785490173522197,0.45
trip_000005,36,walk,walk,walk,,2,0.0,0.45
trip_000005,37,walk,walk,walk,,2,0.0,0.5492541828116582
trip_000005,38,walk,walk,walk,,2,0.0,0.659674489395103
trip_000005,39,walk,walk,walk,,4,0.0,0.48273087080413357
trip_000005,40,walk,bike,bike,,2,0.4082663031423298,0.6626354181405727
trip_000005,41,walk,walk,walk,,2,0.39481434232239443,0.6014986510238196
trip_000005,42,walk,walk,walk,,2,0.289694602314851,0.5292647884585554
trip_000005,43,walk,walk,walk,,2,0.33449419563777416,0.45
trip_000005,44,walk,walk,walk,,2,0.34030297376526897,0.45
trip_000005,45,walk,walk,walk,,2,0.44028839237723244,0.45
trip_000006,0,walk,walk,walk,,1,0.4173161102954718,0.34506364973776504
trip_000006,1,walk,walk,walk,,1,0.37981762654821527,0.4008820469868347
trip_000006,2,walk,walk,walk,,1,0.2179404375918807,0.4702012495824276
trip_000006,3,walk,walk,walk,,1,0.409752761834118,0.5078508122886833
trip_000006,4,walk,walk,walk,,1,0.4112314277708234,0.49283647602896746
trip_000006,5,walk,walk,walk,,1,0.36224908770407716,0.49529047031173257
trip_000006,6,walk,walk,walk,,1,0.4182357765578997,0.5504490574358727
trip_000006,7,walk,walk,walk,,1,0.42654644428686556,0.6654294327113053
trip_000006,8,walk,walk,walk,,1,0.45191650679954776,0.6975411151690647
trip_000006,9,walk,walk,walk,,6,0.5164948506051372,0.5526275850154769
trip_000006,10,walk,walk,rail,,1,0.5327176574180186,0.7415768562497851
trip_000006,11,walk,walk,rail,,1,0.418026172194597,0.7944989210040513
trip_000006,12,walk,walk,rail,,1,0.30138550683820936,0.7520842629610885
trip_000006,13,walk,walk,walk,,4,0.2894487932261706,0.5261886035301941
trip_000006,14,walk,walk,walk,,1,0.46828581295095667,0.6227546606145886
trip_000006,15,walk,walk,walk,,1,0.37499222658082043,0.522784695552881
trip_000006,16,walk,walk,walk,,1,0.49996895531552976,0.45
trip_000006,17,walk,walk,walk,,1,0.4136210386292942,0.45
trip_000006,18,walk,walk,walk,,1,0.5354225801420186,0.488556635970468
trip_000007,0,walk,walk,walk,,1,0.5463342205024442,0.4566351143813886
trip_000007,1,walk,walk,walk,,1,0.4153517982262728,0.5709977030668529
trip_000007,2,walk,walk,walk,,1,0.41374852994663636,0.6923659136855046
trip_000007,3,walk,bike,bike,,1,0.2699636683761201,0.6884296752429234
trip_000007,4,walk,walk,walk,,1,0.2868003137509751,0.5733761712581933
trip_000007,5,walk,walk,walk,,1,0.42455312488196995,0.5521173629806151
trip_000007,6,walk,walk,walk,,1,0.5107586209516312,0.6296667680987289
trip_000007,7,walk,walk,walk,,1,0.5147439344742497,0.7532180319694205
trip_000007,8,walk,walk,walk,,1,0.5126963664437145,0.7989059095315185
trip_000007,9,walk,walk,walk,,1,0.3963571894187651,0.7199970236283991
trip_000007,10,walk,walk,walk,,1,0.47574654146217915,0.5970456651134157
trip_000007,11,walk,walk,walk,,1,0.39838705386450396,0.6902333391652392
trip_000007,12,walk,walk,rail,,1,0.374510369785944,0.7977745213019297
trip_000007,13,walk,walk,walk,,1,0.514789496770905,0.7886674503164562
trip_000007,14,walk,walk,walk,,1,0.5377208177527921,0.7220274376968026
trip_000007,15,walk,walk,rail,,1,0.43253196978533415,0.7955742020215781
trip_000007,16,walk,walk,rail,,1,0.2932958732838277,0.766521982119301
trip_000007,17,walk,walk,walk,,4,0.4071908692136805,0.5924807121811408
trip_000007,18,walk,walk,walk,,1,0.3729668967079843,0.7020487746133611
trip_000007,19,walk,walk,walk,,1,0.4018869171992603,0.6902798058798325
trip_000007,20,walk,walk,walk,,1,0.48314641437596506,0.7656446788585065
trip_000007,21,walk,walk,walk,,4,0.4906760921268666,0.6885964087410407
trip_000007,22,walk,walk,walk,,1,0.41421430560551353,0.7389567239180453
trip_000007,23,walk,walk,walk,,5,0.39731796716608747,0.5221668408017229
trip_000007,24,walk,walk,walk,,1,0.47893164426677126,0.6206516680944875
trip_000007,25,walk,walk,walk,,1,0.3670291581354559,0.546770914989124
trip_000007,26,walk,walk,walk,,1,0.44757876802180274,0.666777624470516
trip_000007,27,walk,walk,rail,,4,0.421503972700623,0.7781014472640133
trip_000007,28,walk,walk,rail,,4,0.4958179814117047,0.7847799021504793
trip_000007,29,walk,bike,bike,,1,0.5088389580841212,0.6794315937125494
trip_000007,30,walk,walk,rail,,1,0.41514701794986764,0.7200947749886297
trip_000007,31,walk,walk,rail,,4,0.18473311687537908,0.7903924912005174
trip_000007,32,walk,bike,rail,,4,0.3954409526193706,0.7556574312187759
trip_000007,33,walk,walk,walk,,1,0.4065941790537526,0.6366388720696756
trip_000007,34,walk,walk,walk,,1,0.43642537171384066,0.6422221770951401
trip_000008,0,walk,car,car,,2,0.5236571693520415,0.3398591605166871
trip_000008,1,walk,walk,walk,,2,0.39036093184718546,0.4116859637549848
trip_000008,2,walk,walk,walk,,2,0.4576401147140495,0.5175980249720595
trip_000008,3,walk,walk,walk,,2,0.4326822991805574,0.5196825420516161
trip_000008,4,walk,walk,walk,,2,0.2665744901140733,0.4760782480641601
trip_000008,5,walk,walk,walk,,2,0.26830815596668867,0.43473484007118657
trip_000008,6,walk,walk,walk,,2,0.0,0.49132787125667376
trip_000008,7,walk,walk,walk,,2,0.2562660301139521,0.5311771225821131
trip_000008,8,walk,walk,walk,,2,0.4962565150676601,0.5325440339892988
trip_000008,9,walk,walk,walk,,2,0.4229736700869804,0.4851286481371624
trip_000008,10,walk,walk,walk,,2,0.524160500366329,0.37827040709419224
trip_000008,11,walk,walk,walk,,2,0.3088699205974877,0.35
trip_000008,12,walk,walk,walk,,2,0.5234169808277955,0.38816316413217267
trip_000008,13,walk,walk,walk,,2,0.41316599242637153,0.5791979698793221
trip_000008,14,walk,walk,walk,,2,0.4064641413494521,0.6542123100631418
trip_000008,15,walk,walk,walk,,7,0.21626343600971853,0.4716772430376912
trip_000008,16,walk,walk,walk,,2,0.23338806171839976,0.6417092335866649
trip_000008,17,walk,walk,walk,,2,0.31165023408358006,0.5898345882059364
trip_000008,18,walk,walk,walk,,2,0.39602419351656143,0.5470269678988117
trip_000008,19,walk,walk,walk,,2,0.38780306700770634,0.4699891724246213
trip_000008,20,walk,walk,walk,,2,0.2686433887939509,0.45
trip_000008,21,walk,walk,walk,,2,0.0,0.45
trip_000008,22,walk,bike,bike,,2,0.3685693249574976,0.45
trip_000008,23,walk,walk,walk,,2,0.42337748450744134,0.45
trip_000008,24,walk,car,car,,2,0.3424711664160255,0.45
trip_000008,25,walk,walk,walk,,2,0.0,0.45
trip_000008,26,walk,walk,walk,,2,0.0,0.45
trip_000008,27,walk,walk,walk,,2,0.18353030701582118,0.45
trip_000008,28,walk,walk,walk,,2,0.33855482210197724,0.45
trip_000008,29,walk,walk,walk,,2,0.3043792616358467,0.45
trip_000008,30,walk,walk,walk,,2,0.17757057439305202,0.45
trip_000008,31,walk,walk,walk,,2,0.10334615415209854,0.45
trip_000008,32,walk,walk,walk,,2,0.12237478373417777,0.45
trip_000008,33,walk,walk,walk,,2,0.0,0.45
trip_000008,34,walk,walk,walk,,2,0.26340957289826744,0.45
trip_000008,35,walk,walk,walk,,2,0.3790371556866544,0.45
trip_000008,36,walk,walk,walk,,2,0.46332229203705927,0.45
trip_000008,37,walk,bike,bike,,2,0.46489341327854533,0.45
trip_000008,38,walk,walk,walk,,2,0.4856565123616035,0.45
trip_000008,39,walk,walk,walk,,2,0.0,0.45
trip_000008,40,walk,walk,walk,,2,0.0,0.45
trip_000008,41,walk,walk,walk,,2,0.0,0.45
trip_000008,42,walk,walk,walk,,2,0.15098067198642873,0.45
trip_000008,43,walk,walk,walk,,2,0.36481083568720185,0.45
trip_000008,44,walk,walk,walk,,2,0.3557793857037332,0.5159467431977075
trip_000008,45,walk,walk,walk,,2,0.17825272729554842,0.6136779592897009
trip_000008,46,walk,walk,rail,,2,0.4013993620772759,0.7359988673473088
trip_000008,47,walk,walk,walk,,4,0.4025465279864994,0.5929001224047485
trip_000008,48,walk,walk,walk,,4,0.30662113931390067,0.5641682792236083
trip_000008,49,walk,walk,walk,,4,0.10200316921294349,0.4780838151198296
trip_000008,50,walk,walk,walk,,2,0.536888210256299,0.6280294373432538
trip_000009,0,walk,walk,walk,,,0.42964095056522583,0.0
trip_000009,1,walk,walk,walk,,,0.3433078908544114,0.0
trip_000009,2,walk,walk,walk,,,0.42504459596747046,0.0
trip_000009,3,walk,walk,walk,,,0.4344427064982791,0.0
trip_000009,4,walk,walk,walk,,,0.28455851132200954,0.0
trip_000009,5,walk,walk,walk,,,0.18491414745929247,0.0
trip_000009,6,walk,walk,walk,,,0.23821388124392212,0.0
trip_000009,7,walk,walk,walk,,,0.24849812123053316,0.0
trip_000009,8,walk,walk,walk,,4,0.23805502339769968,0.2608707413873955
trip_000009,9,walk,walk,walk,,4,0.22973256183844676,0.33293692276581516
trip_000009,10,walk,walk,walk,,4,0.395233248743038,0.4282498756093653
trip_000009,11,walk,walk,walk,,4,0.4637139922600012,0.514979213588675
trip_000009,12,walk,walk,walk,,4,0.46205869655316206,0.5962605126328031
trip_000009,13,walk,walk,walk,,4,0.5117067557606791,0.5912046754489824
trip_000009,14,walk,walk,walk,,4,0.5268946927671327,0.5017112502592781
trip_000009,15,walk,walk,walk,,4,0.4354125607045261,0.40668531333609065
trip_000009,16,walk,walk,walk,,4,0.31619837756248614,0.31063526420208265
trip_000009,17,walk,walk,walk,,4,0.0,0.3153201759682938
trip_000009,18,walk,walk,walk,,4,0.0,0.5090150541375252
trip_000009,19,walk,walk,walk,,4,0.21512017531540184,0.6027216370069861
trip_000009,20,walk,walk,walk,,6,0.3691060017301594,0.5880746029261044
trip_000009,21,walk,walk,walk,,4,0.4008771776913209,0.7970559353228892
trip_000009,22,walk,walk,walk,,4,0.2965560087380372,0.7562808988030683
trip_000009,23,walk,walk,walk,,4,0.20353978435743636,0.6588630912229513
trip_000009,24,walk,walk,walk,,4,0.44685090547982526,0.593565321433759
trip_000010,0,walk,walk,walk,,,0.426720626707513,0.0
trip_000010,1,walk,walk,walk,,,0.5134318100478298,0.0
trip_000010,2,walk,walk,walk,,,0.5036158143437983,0.0
trip_000010,3,walk,walk,walk,,,0.4133582567373649,0.0
trip_000010,4,walk,walk,walk,,,0.4704423393007698,0.0
trip_000010,5,walk,walk,walk,,6,0.5076031377654389,0.2547752523721618
trip_000010,6,walk,walk,walk,,6,0.334750065448554,0.34573046517558115
trip_000010,7,walk,walk,walk,,6,0.3307884280205735,0.40422491851636283
trip_000010,8,walk,walk,walk,,6,0.37287139152358445,0.4149377984626472
trip_000010,9,walk,walk,walk,,6,0.3848816004232445,0.4069627485945422
trip_000010,10,walk,walk,walk,,6,0.12799037282032422,0.37565477022581906
trip_000010,11,walk,walk,walk,,6,0.408960225560143,0.3051803544112177
trip_000010,12,walk,walk,walk,,6,0.5234766603569484,0.25
trip_000010,13,walk,walk,walk,,6,0.3981121970201001,0.25
trip_000010,14,walk,walk,walk,,6,0.2389754360178503,0.25
trip_000010,15,walk,walk,walk,,6,0.3807996090749992,0.25
trip_000010,16,walk,bike,bike,,6,0.4087724960287393,0.25
trip_000010,17,walk,walk,walk,,6,0.45292007769433584,0.25
trip_000010,18,walk,walk,walk,,6,0.5265305037194893,0.25
trip_000010,19,walk,walk,walk,,6,0.5447751738187342,0.25
trip_000010,20,walk,walk,walk,,6,0.5034600610740907,0.25
trip_000010,21,walk,walk,walk,,6,0.5299381088660168,0.25
trip_000010,22,walk,walk,walk,,6,0.513365180583905,0.25
trip_000010,23,walk,walk,walk,,6,0.1293071415902814,0.25
trip_000010,24,walk,walk,walk,,6,0.16240311156004794,0.25
trip_000010,25,walk,walk,walk,,6,0.4132300569185515,0.25
trip_000010,26,walk,walk,walk,,6,0.38770506252436177,0.25
trip_000010,27,walk,walk,walk,,6,0.3380224999859939,0.25
trip_000010,28,walk,walk,walk,,6,0.0,0.25
trip_000010,29,walk,car,car,,6,0.3976581384542781,0.25
trip_000010,30,walk,walk,walk,,6,0.43577683069382256,0.25
trip_000010,31,walk,walk,walk,,6,0.436069835216691,0.25
trip_000010,32,walk,walk,walk,,6,0.22500874600507048,0.25
trip_000010,33,walk,walk,walk,,6,0.39134647437173875,0.25
trip_000010,34,walk,walk,walk,,6,0.5217813568740598,0.25
trip_000010,35,walk,walk,walk,,6,0.5076247869805026,0.25
trip_000010,36,walk,walk,walk,,6,0.4139585130959589,0.25
trip_000010,37,walk,walk,walk,,6,0.2619891789898394,0.25
trip_000010,38,walk,bike,bike,,6,0.34052948545455564,0.3273645358618559
trip_000010,39,walk,walk,walk,,6,0.37595792951775975,0.50951845395132
trip_000010,40,walk,bike,bike,,6,0.3042654011586426,0.5413107932795362
trip_000010,41,walk,walk,walk,,6,0.0,0.5454089411373038
trip_000010,42,walk,car,car,,6,0.11285992367911697,0.5185774962077211
trip_000010,43,walk,walk,walk,,6,0.11283795767675266,0.518361463294918
trip_000010,44,walk,walk,walk,,6,0.36983074111641234,0.44911406072174886
trip_000010,45,walk,walk,walk,,6,0.43140579445674937,0.585405179357861
trip_000010,46,walk,walk,walk,,6,0.515378999035152,0.6852460083784093
trip_000010,47,walk,walk,walk,,2,0.5133009318077935,0.5920029012703316
trip_000010,48,walk,walk,walk,,2,0.5208458227080339,0.5941737164870444
trip_000010,49,walk,walk,walk,,6,0.5084975760904279,0.6969663688520493
trip_000010,50,walk,walk,walk,,6,0.5347152510593575,0.5928087505973341
trip_000010,51,walk,walk,rail,,6,0.4952087354714002,0.7007583177509942
trip_000010,52,walk,walk,rail,,6,0.49643133675022477,0.7385634017576599
trip_000010,53,walk,car,car,,2,0.38837305185311705,0.6548932381527937
trip_000010,54,walk,walk,walk,,2,0.2851269747463893,0.6396052877153311
trip_000010,55,walk,walk,walk,,6,0.4704201607264765,0.6858319178841314
trip_000010,56,walk,walk,walk,,6,0.39044410822273756,0.5792108630582458
trip_000010,57,walk,walk,walk,,6,0.2992810144718991,0.506716458026505
trip_000010,58,walk,walk,walk,,6,0.27723266427877963,0.46029506356077343
trip_000010,59,walk,walk,walk,,6,0.5382600438268416,0.49973504279989367
trip_000011,0,walk,walk,walk,,4,0.43409868989717515,0.4808414312741742
trip_000011,1,walk,walk,walk,,4,0.41760470368288516,0.47021087426721586
trip_000011,2,walk,walk,walk,,4,0.4201088721349652,0.4843810664525787
trip_000011,3,walk,walk,walk,,4,0.4183519132394653,0.538093466552219
trip_000011,4,walk,walk,walk,,4,0.3123137338101542,0.5427814187361175
trip_000011,5,walk,walk,walk,,4,0.4000459637310033,0.5739673704984103
trip_000011,6,walk,walk,walk,,4,0.41039159737510866,0.5713542232448334
trip_000011,7,walk,walk,walk,,4,0.44706876156188335,0.5246133649106156
trip_000011,8,walk,walk,walk,,4,0.43113526324008267,0.46781225144371186
trip_000011,9,walk,walk,walk,,4,0.4168339160207305,0.5066435082089229
trip_000011,10,walk,walk,walk,,4,0.28664912132488585,0.45531973906547574
trip_000011,11,walk,walk,walk,,4,0.28052956327882334,0.5045539826311548
trip_000011,12,walk,walk,walk,,4,0.36648604999001777,0.5924331969960471
trip_000011,13,walk,walk,walk,,4,0.464636381658032,0.6918297651821541
trip_000011,14,walk,walk,walk,,2,0.4247352235234237,0.5675606818645549
trip_000011,15,walk,walk,walk,,2,0.5279359411293645,0.5869241083569097
trip_000011,16,walk,walk,walk,,4,0.5450274157805802,0.7352300405151664
trip_000012,0,walk,walk,walk,,1,0.42477925494140345,0.2794892502674414
trip_000012,1,walk,walk,walk,,1,0.320285864495307,0.3309297534113078
trip_000012,2,walk,walk,walk,,1,0.33608000543538236,0.34353932233956624
trip_000012,3,walk,walk,walk,,1,0.42906987492982984,0.4907374132677307
trip_000012,4,walk,walk,walk,,1,0.43294840764498244,0.5982983767893896
trip_000012,5,walk,walk,walk,,1,0.3878806228299647,0.6935538794370746
trip_000012,6,walk,walk,walk,,1,0.3638070110676477,0.6942960933409574
trip_000012,7,walk,walk,walk,,1,0.39010208001994084,0.5974951728463676
trip_000012,8,walk,walk,walk,,1,0.48032793659833584,0.6255284369850574
trip_000012,9,walk,walk,walk,,1,0.48407027164519795,0.6516979661765013
trip_000012,10,walk,walk,walk,,1,0.3965068948744066,0.7571295646207998
trip_000012,11,walk,walk,walk,,1,0.2606148603427533,0.7922711593637466
trip_000012,12,walk,walk,walk,,1,0.4597835925705214,0.7479593144648031
trip_000012,13,walk,walk,walk,,1,0.4695175279316004,0.7227281772245618
trip_000012,14,walk,walk,walk,,2,0.41098905377198347,0.5960011499550728
