trip_id,expected_transitions,predicted_transitions,transition_exact
trip_000579,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk,False
trip_000580,walk->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car,False
trip_000581,walk->rail|rail->walk|walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000582,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000583,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000584,walk->rail|rail->walk,walk->car|car->walk,False
trip_000585,walk->bus|bus->walk,walk->car|car->rail|rail->walk,False
trip_000586,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk,False
trip_000587,walk->bus|bus->walk,walk->bus|bus->car|car->rail|rail->walk,False
trip_000588,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->car|car->rail|rail->bike|bike->rail|rail->car|car->rail|rail->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->rail|rail->car|car->walk|walk->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car|car->bike|bike->car|car->walk,False
trip_000589,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->bus|bus->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000590,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk,False
trip_000591,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000592,walk->bus|bus->walk,walk->bus|bus->car|car->rail|rail->walk,False
trip_000593,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000594,walk->bus|bus->walk,walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000595,walk->rail|rail->walk,walk->car|car->walk,False
trip_000596,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000597,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000598,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->car,False
trip_000599,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->bike|bike->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->rail|rail->bike|bike->walk|walk->car|car->walk|walk->rail|rail->car|car->bike|bike->car|car->walk|walk->car|car->walk|walk->car|car->bike|bike->car|car->walk|walk->rail,False
trip_000600,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000601,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->bike|bike->car|car->bus|bus->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->walk|walk->bike|bike->car|car->rail|rail->walk|walk->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->walk|walk->bike|bike->rail|rail->bike|bike->walk|walk->car|car->rail|rail->walk,False
trip_000602,walk->rail|rail->walk,walk->car|car->walk,False
trip_000603,walk->bus|bus->walk|walk->bus|bus->walk,bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk,False
trip_000604,walk->bus|bus->walk|walk->rail|rail->walk,walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000605,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->walk|walk->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000606,walk->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000607,walk->rail|rail->walk|walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000608,walk->bus|bus->walk|walk->bus|bus->walk,bike->walk|walk->bike|bike->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk|walk->bike,False
trip_000609,walk->bus|bus->walk,car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car,False
trip_000610,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000611,walk->bus|bus->walk|walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->rail|rail->car|car->rail|rail->car|car->walk|walk->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->bike|bike->car|car->bike|bike->bus|bus->walk|walk->bike|bike->car|car->rail|rail->car|car->bike|bike->walk|walk->car|car->rail|rail->walk|walk->car|car->walk,False
trip_000612,walk->rail|rail->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->walk,False
trip_000613,walk->rail|rail->walk,walk->car|car->walk,False
trip_000614,walk->rail|rail->walk,walk->car|car->walk,False
trip_000615,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->bike|bike->car|car->rail|rail->walk,False
trip_000616,walk->bus|bus->walk|walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000617,walk->rail|rail->walk,walk->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->car,False
trip_000618,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->bus|bus->car|car->bike|bike->walk|walk->bike|bike->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->walk,False
trip_000619,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->bike|bike->walk|walk->car|car->bike|bike->walk|walk->car|car->rail|rail->walk|walk->car|car->bike|bike->walk|walk->rail|rail->walk|walk->car|car->bike|bike->walk,False
trip_000620,walk->rail|rail->walk,walk->bike|bike->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000621,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk,False
trip_000622,walk->bus|bus->walk|walk->bus|bus->walk,car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->rail,False
trip_000623,walk->bus|bus->walk,walk->car|car->walk|walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->car,False
trip_000624,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->bike|bike->car|car->walk|walk->rail,False
trip_000625,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000626,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->car|car->bike|bike->car|car->walk|walk->car|car->bike|bike->car|car->walk|walk->bike|bike->walk|walk->rail,False
trip_000627,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->bike|bike->rail|rail->car|car->rail|rail->car|car->rail|rail->bike|bike->car|car->walk|walk->rail|rail->walk|walk->car|car->bike|bike->walk|walk->car|car->bike|bike->car|car->bike|bike->car|car->rail|rail->walk|walk->car|car->walk|walk->car|car->bike|bike->car|car->bike|bike->walk|walk->bike|bike->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->bike|bike->walk,False
trip_000628,walk->rail|rail->walk|walk->rail|rail->walk,walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk,False
trip_000629,walk->bus|bus->walk|walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000630,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->rail|rail->car|car->rail|rail->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->rail|rail->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->rail|rail->bike|bike->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->rail,False
trip_000631,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->bike|bike->car|car->walk|walk->car|car->walk|walk->car|car->bike|bike->walk,False
trip_000632,walk->rail|rail->walk,walk->car|car->walk,False
trip_000633,walk->bus|bus->walk|walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000634,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->walk|walk->car|car->bike|bike->car|car->bus|bus->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->bike|bike->car|car->walk|walk->car|car->bike|bike->car|car->bike|bike->walk,False
trip_000635,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000636,walk->bus|bus->walk|walk->rail|rail->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk,False
trip_000637,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->bus|bus->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000638,walk->bus|bus->walk|walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->bike|bike->walk|walk->rail,False
trip_000639,walk->rail|rail->walk|walk->bus|bus->walk,walk->bike|bike->car|car->bike|bike->car|car->walk|walk->car|car->bus|bus->rail|rail->walk,False
trip_000640,walk->bus|bus->walk,walk->car|car->rail|rail->walk,False
trip_000641,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000642,walk->rail|rail->walk,walk->car|car->bike|bike->car|car->walk,False
trip_000643,walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000644,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->walk,False
trip_000645,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->car|car->bike|bike->bus|bus->car|car->bike|bike->rail|rail->walk,False
trip_000646,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->car|car->rail|rail->walk,False
trip_000647,walk->rail|rail->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000648,walk->bus|bus->walk|walk->rail|rail->walk,walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000649,walk->bus|bus->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->car|car->walk|walk->bike,False
trip_000650,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->bike|bike->walk,False
trip_000651,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->rail|rail->walk,False
trip_000652,walk->bus|bus->walk|walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000653,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->car|car->bus|bus->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000654,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000655,walk->bus|bus->walk|walk->rail|rail->walk,walk->bike|bike->walk|walk->car|car->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->car|car->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000656,walk->rail|rail->walk|walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk,False
trip_000657,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->car|car->bus|bus->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car|car->walk,False
trip_000658,walk->rail|rail->walk,walk->car|car->bike|bike->car|car->bike|bike->walk,False
trip_000659,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000660,walk->bus|bus->walk|walk->bus|bus->walk,walk->car|car->walk|walk->rail|rail->car|car->walk|walk->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->bike|bike->walk|walk->car|car->walk|walk->rail,False
trip_000661,walk->rail|rail->walk|walk->rail|rail->walk,walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk|walk->bike|bike->walk,False
trip_000662,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->car|car->rail|rail->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->walk,False
trip_000663,walk->bus|bus->walk,walk->car|car->rail|rail->walk,False
trip_000664,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->bus|bus->rail|rail->car|car->rail|rail->walk|walk->car|car->bike|bike->car|car->rail|rail->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->bike|bike->car|car->bike|bike->car|car->walk,False
trip_000665,walk->bus|bus->walk|walk->rail|rail->walk,walk->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk,False
trip_000666,walk->bus|bus->walk,walk->car|car->rail|rail->walk,False
trip_000667,walk->bus|bus->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->rail|rail->walk,False
trip_000668,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->car|car->rail|rail->walk,False
trip_000669,walk->rail|rail->walk,walk->car|car->bike|bike->car|car->walk,False
trip_000670,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000671,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000672,walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000673,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000674,walk->rail|rail->walk,walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk,False
trip_000675,walk->bus|bus->walk,walk->car|car->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000676,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->bike|bike->car|car->bike|bike->walk|walk->bike|bike->walk|walk->bike|bike->walk|walk->rail,False
trip_000677,walk->bus|bus->walk,walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000678,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->car|car->walk|walk->car|car->bus|bus->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000679,walk->rail|rail->walk|walk->bus|bus->walk,car->walk|walk->bike|bike->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->bike|bike->rail|rail->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000680,walk->rail|rail->walk|walk->bus|bus->walk,walk->bike|bike->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->walk|walk->car|car->walk|walk->rail|rail->walk,False
trip_000681,walk->rail|rail->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->bike|bike->walk|walk->car|car->bus|bus->car|car->bus|bus->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->bike|bike->walk,False
trip_000682,walk->rail|rail->walk,walk->car|car->bus|bus->car|car->bike|bike->car|car->walk,False
trip_000683,walk->bus|bus->walk,walk->bus|bus->car|car->rail|rail->walk,False
trip_000684,walk->rail|rail->walk|walk->rail|rail->walk,walk->car|car->walk|walk->car|car->walk|walk->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->rail|rail->bike|bike->car|car->walk|walk->car|car->walk|walk->rail|rail->walk|walk->car|car->walk,False
trip_000685,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->bus|bus->car|car->rail|rail->car|car->rail|rail->car|car->bike|bike->car|car->rail|rail->car|car->bike|bike->car|car->bike|bike->car|car->bike|bike->walk|walk->bike|bike->car|car->bike|bike->rail|rail->walk|walk->car|car->rail|rail->walk,False
trip_000686,walk->bus|bus->walk,walk->car|car->rail|rail->walk,False
trip_000687,walk->bus|bus->walk|walk->rail|rail->walk,walk->bus|bus->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000688,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->walk|walk->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->walk|walk->bike|bike->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->bike|bike->car|car->bike|bike->walk|walk->rail,False
trip_000689,walk->bus|bus->walk|walk->rail|rail->walk,walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk,False
trip_000690,walk->bus|bus->walk|walk->bus|bus->walk,walk->car|car->walk|walk->rail|rail->walk|walk->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->bus|bus->car|car->walk|walk->car|car->rail|rail->car|car->walk|walk->bike|bike->walk|walk->car|car->walk|walk->bike|bike->walk,False
trip_000691,walk->bus|bus->walk,walk->car|car->rail|rail->walk|walk->rail|rail->walk,False
trip_000692,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->bike|bike->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->rail|rail->car|car->bike|bike->walk|walk->car|car->bike|bike->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->rail|rail->walk|walk->car|car->bike|bike->walk,False
trip_000693,walk->rail|rail->walk,walk->car|car->walk,False
trip_000694,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->walk|walk->car,False
trip_000695,walk->rail|rail->walk,walk->bike|bike->walk|walk->car|car->walk|walk->bike|bike->walk,False
trip_000696,walk->bus|bus->walk,walk->car|car->walk|walk->car|car->rail|rail->walk,False
trip_000697,walk->bus|bus->walk|walk->bus|bus->walk,car->walk|walk->bike|bike->rail|rail->car|car->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->car|car->bus|bus->car|car->rail|rail->car|car->walk|walk->car|car->rail|rail->walk|walk->rail|rail->car|car->walk|walk->car|car->bike|bike->rail,False
trip_000698,walk->bus|bus->walk|walk->bus|bus->walk,walk->rail|rail->car|car->rail|rail->car|car->rail|rail->walk|walk->rail|rail->walk|walk->rail|rail->walk|walk->car|car->bike|bike->car|car->walk|walk->car|car->rail|rail->car|car->bike|bike->car|car->rail|rail->bike|bike->walk|walk->car|car->bike|bike->car|car->walk|walk->bike|bike->car|car->bike|bike->car|car->bike|bike->rail|rail->walk|walk->car|car->rail|rail->walk,False
trip_000699,walk->rail|rail->walk,walk->car|car->bike|bike->car|car->walk,False
