trip_id,ground_truth,raw_prediction,final_prediction,scenario_category,hard_case_type
trip_000213,car,bike,bike,car,
trip_000214,car,bus,bus,car,
trip_000216,car,bus,bus,car,two_station_proximity
trip_000217,car,car,rail,car,
trip_000218,car,bike,rail,car,
trip_000221,car,bus,rail,car,parallel_rail_road
trip_000222,car,car,rail,car,
trip_000223,car,car,rail,car,
trip_000224,car,bus,rail,car,
trip_000225,car,car,rail,car,
trip_000226,car,bus,bus,car,parallel_road_and_bikeway
trip_000227,car,car,rail,car,
trip_000228,car,bike,rail,car,
trip_000233,car,car,rail,car,
trip_000235,car,bike,rail,car,
trip_000236,car,bus,rail,car,car_near_station
trip_000237,car,bus,rail,car,
trip_000238,car,bike,rail,car,
trip_000242,car,bus,bus,car,
trip_000244,car,car,rail,car,
trip_000245,car,car,rail,car,
trip_000247,car,car,rail,car,
trip_000248,car,car,rail,car,
trip_000249,car,bike,bike,car,
trip_000251,car,walk,walk,car,stop_like_car
trip_000254,car,bus,bus,car,
trip_000255,car,bus,bus,car,
trip_000257,car,bus,rail,car,
trip_000258,car,bike,bike,car,
trip_000260,car,car,rail,car,
trip_000261,car,car,rail,car,parallel_rail_road
trip_000262,car,bike,rail,car,
trip_000263,car,car,rail,car,
trip_000264,car,car,rail,car,
trip_000267,car,bus,rail,car,
trip_000268,car,car,rail,car,
trip_000271,car,car,rail,car,car_waiting_near_stop
trip_000272,car,bus,rail,car,
trip_000273,car,bike,rail,car,
trip_000274,car,car,rail,car,
trip_000276,car,car,rail,car,car_near_station
trip_000277,car,bike,rail,car,
trip_000278,car,bus,bus,car,
trip_000279,car,bike,bike,car,
trip_000280,car,bike,rail,car,
trip_000281,car,walk,walk,car,congested_car
trip_000283,car,bus,bus,car,
trip_000284,car,bike,rail,car,
trip_000286,car,car,rail,car,car_past_bus_stops
trip_000287,car,bus,rail,car,
trip_000288,car,bus,bus,car,
trip_000289,car,car,rail,car,
trip_000290,car,bus,rail,car,
trip_000291,car,bike,bike,car,stop_like_car
trip_000293,car,bike,bike,car,
trip_000294,car,car,rail,car,
trip_000295,car,bike,bike,car,
trip_000297,car,car,rail,car,
trip_000298,car,bike,rail,car,
trip_000299,car,bus,rail,car,
trip_000301,bus,bike,bike,bus,slow_bus
trip_000302,bus,car,bike,bus,
trip_000303,bus,bike,rail,bus,
trip_000305,bus,bike,bike,bus,
trip_000306,bus,car,rail,bus,parallel_rail_bus
trip_000307,bus,bike,rail,bus,
trip_000308,bus,bike,bike,bus,
trip_000309,bus,car,car,bus,
trip_000310,bus,bus,rail,bus,
trip_000311,bus,bike,rail,bus,long_stop_spacing
trip_000312,bus,bike,rail,bus,
trip_000313,bus,bike,bike,bus,
trip_000314,bus,bike,rail,bus,
trip_000315,bus,car,rail,bus,
trip_000316,bus,car,car,bus,slow_bus
trip_000317,bus,bike,rail,bus,
trip_000318,bus,car,rail,bus,
trip_000319,bus,bus,rail,bus,
trip_000320,bus,car,rail,bus,
trip_000321,bus,bike,rail,bus,parallel_rail_bus
trip_000322,bus,bike,rail,bus,
trip_000323,bus,bus,rail,bus,
trip_000324,bus,bike,bike,bus,
trip_000325,bus,bus,rail,bus,
trip_000326,bus,car,rail,bus,long_stop_spacing
trip_000327,bus,car,rail,bus,
trip_000328,bus,bike,rail,bus,
trip_000329,bus,bike,rail,bus,
trip_000330,bus,car,rail,bus,
trip_000331,bus,bike,bike,bus,slow_bus
trip_000332,bus,bus,car,bus,
trip_000333,bus,car,rail,bus,
trip_000334,bus,bike,bike,bus,
trip_000335,bus,car,rail,bus,
trip_000336,bus,car,rail,bus,parallel_rail_bus
trip_000337,bus,car,rail,bus,
trip_000338,bus,bike,bike,bus,
trip_000339,bus,bus,rail,bus,
trip_000340,bus,car,rail,bus,
trip_000341,bus,car,car,bus,long_stop_spacing
trip_000342,bus,bike,bike,bus,
trip_000343,bus,car,rail,bus,
trip_000344,bus,bus,rail,bus,
trip_000345,bus,car,rail,bus,
trip_000346,bus,bike,bike,bus,slow_bus
trip_000347,bus,car,car,bus,
trip_000348,bus,bus,rail,bus,
trip_000349,bus,bike,bike,bus,
trip_000350,bus,bus,rail,bus,
trip_000351,bus,bike,rail,bus,parallel_rail_bus
trip_000352,bus,car,rail,bus,
trip_000353,bus,bus,rail,bus,
trip_000354,bus,car,rail,bus,
trip_000355,bus,bike,rail,bus,
trip_000356,bus,car,rail,bus,long_stop_spacing
trip_000357,bus,car,car,bus,
trip_000358,bus,bike,rail,bus,
trip_000359,bus,bike,rail,bus,
trip_000360,bus,bus,rail,bus,
trip_000361,bus,bike,bike,bus,slow_bus
trip_000362,bus,car,rail,bus,
trip_000363,bus,bus,rail,bus,
trip_000364,bus,bike,rail,bus,
trip_000366,bus,bus,rail,bus,parallel_rail_bus
trip_000368,bus,bike,rail,bus,
trip_000369,bus,car,rail,bus,
trip_000370,bus,car,rail,bus,
trip_000371,bus,bike,car,bus,long_stop_spacing
trip_000372,bus,car,car,bus,
trip_000373,bus,bike,bike,bus,
trip_000374,bus,bike,rail,bus,
trip_000375,bus,car,car,bus,
trip_000376,bus,bike,walk,bus,slow_bus
trip_000377,bus,bike,rail,bus,
trip_000378,bus,bike,rail,bus,
trip_000379,bus,car,rail,bus,
trip_000380,bus,car,rail,bus,
trip_000382,bus,bike,rail,bus,
trip_000385,bus,car,rail,bus,
trip_000386,bus,car,rail,bus,long_stop_spacing
trip_000388,bus,car,rail,bus,
trip_000389,bus,bus,rail,bus,
trip_000390,bus,bike,rail,bus,
trip_000391,bus,walk,walk,bus,slow_bus
trip_000392,bus,bus,rail,bus,
trip_000395,bus,car,car,bus,
trip_000396,bus,bus,rail,bus,parallel_rail_bus
trip_000397,bus,car,rail,bus,
trip_000398,bus,bike,bike,bus,
trip_000399,bus,bike,car,bus,
trip_000402,rail,car,car,rail,
trip_000403,rail,car,car,rail,
trip_000408,rail,car,car,rail,
trip_000414,rail,bus,bus,rail,
trip_000417,rail,car,car,rail,
trip_000419,rail,bus,bus,rail,
trip_000425,rail,car,bus,rail,
trip_000428,rail,car,car,rail,
trip_000429,rail,car,car,rail,
trip_000435,rail,car,car,rail,
trip_000436,rail,car,bus,rail,correct_line_sequence
trip_000437,rail,car,car,rail,
trip_000440,rail,bus,bus,rail,
trip_000442,rail,car,car,rail,
trip_000444,rail,car,car,rail,
trip_000450,rail,car,car,rail,
trip_000453,rail,car,car,rail,
trip_000457,rail,rail,bus,rail,
trip_000460,rail,car,car,rail,
trip_000464,rail,car,bus,rail,
trip_000466,rail,car,car,rail,correct_line_sequence
trip_000467,rail,car,bus,rail,
trip_000471,rail,bike,bike,rail,correct_line_sequence
trip_000472,rail,car,car,rail,
trip_000476,rail,bike,bike,rail,correct_line_sequence
trip_000479,rail,car,car,rail,
trip_000482,rail,bus,bus,rail,
trip_000483,rail,car,car,rail,
trip_000484,rail,car,car,rail,
trip_000486,rail,car,car,rail,correct_line_sequence
trip_000487,rail,bus,bus,rail,
trip_000490,rail,car,car,rail,
trip_000492,rail,car,car,rail,
trip_000493,rail,car,car,rail,
trip_000498,rail,bus,bus,rail,
trip_000499,rail,car,car,rail,
trip_000501,walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk|bus|car|rail|bus|rail|walk|bus|car|rail|bus|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car,multimodal,real_transfer
trip_000503,walk|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|rail|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|car|walk|car|rail|walk|car|walk|car|walk|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail,multimodal,
trip_000504,walk|bus|walk,walk|car|bus|bike|car|bike|car|bus|bike|car|bus|car|bus|car|bus|bike|bus|bike|car|bus|bike|car|walk,walk|rail|walk|rail|walk|rail,multimodal,
trip_000505,walk|rail|bus|walk,walk|car|bus|car|rail|car|bike|bus|car|bus|car|bus|car|bike|bus|car|bus|car|bus|bike|bus|car|bike|bus|walk,walk|car|bus|car|rail|bike|bus|car|rail|walk,multimodal,
trip_000506,walk|rail|walk,walk|bus|car|bike|car|bus|car|bus|walk,walk|rail|car|rail|walk|rail,multimodal,real_transfer
trip_000507,walk|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|bus|car|rail|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|rail|bus|rail|car|rail|walk|rail|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,
trip_000508,walk|bike|walk,walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|rail|car|bus|car|bus|car|rail|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|rail|walk|rail,multimodal,
trip_000509,walk|rail|bus|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bike|bus|bike|car|bike|bus|car|bike|bus|car|bus|car|bike|bus|bike|car|bike|car|bike|walk,walk|rail|bus|bike|car|bike|rail|bus|car|rail|bus|car|bus|car|bike|rail|walk|rail|walk,multimodal,
trip_000510,walk|bike|walk,walk|bike|walk|bike|walk,walk|bike|rail|bike|rail|bike|rail|bike|walk|bike|rail|walk,multimodal,
trip_000511,walk|bike|rail|walk,walk|bike|bus|car|bus|bike|car|bike|bus|bike|bus|bike|bus|bike|car|bike|bus|bike|car|bus|bike|car|bike|walk|bike|car|bike|car|bike|walk|car|bike|car|walk|car|bus|car|bus|walk,walk|rail|bike|rail|bike|rail|car|bike|car|bike|walk|car|bike|car|walk|rail|bus|walk|rail|walk,multimodal,real_transfer
trip_000512,walk|car|walk,walk|bus|car|bus|bike|bus|walk,walk|rail|walk|rail|car|rail|bus|bike|rail|walk|rail|walk,multimodal,
trip_000513,walk|bus|rail|walk,walk|bus|bike|car|bike|bus|car|bike|bus|bike|walk|bike|bus|car|bus|car|rail|car|bus|car|bus|car|bus|car|bike|walk,walk|rail|walk,multimodal,
trip_000514,walk|bus|rail|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|car|bus|rail|bus|rail|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,
trip_000515,walk|rail|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|rail|walk|car|rail|walk|rail|walk|car|rail|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk|rail|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,
trip_000516,walk|rail|walk,walk|car|bus|car|bus|car|bus|car|bus|walk,walk|rail|walk|rail|walk|rail|walk|rail|walk|rail,multimodal,real_transfer
trip_000517,walk|rail|bus|walk,walk|bike|car|bus|car|bus|car|bike|car|bike|car|bike|bus|bike|walk,walk|bike|car|bus|car|bus|car|bike|rail|walk,multimodal,
trip_000518,walk|bus|rail|bus|walk,walk|bus|car|bus|car|bike|car|bus|bike|bus|car|bike|car|bike|bus|car|rail|car|bike|car|bus|bike|car|bike|bus|bike|walk|bus|bike|bus|bike|bus|car|bike|car|bus|car|bike|walk,walk|bus|car|bus|car|bike|car|bus|bike|bus|rail|walk,multimodal,
trip_000519,walk|car|walk,walk|bike|walk|bus|car|bus|car|walk|bike|walk,walk|rail|walk|rail|walk|bike|walk|rail|walk|bike|walk,multimodal,
trip_000520,walk|bus|rail|walk,walk|bus|car|bus|car|bike|car|bike|car|bus|bike|car|bus|car|bike|car|bike|bus|car|bike|car|bike|bus|car|bus|car|bus|car|bus|car|bike|walk,walk|rail|car|bus|bike|car|rail|bus|rail|walk,multimodal,
trip_000521,walk|bike|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|walk|bus|car|walk|bus|car|bus|car|bus|rail|bus|car|bus|rail|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|rail|walk|rail|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk|car|walk|car|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,real_transfer
trip_000522,walk|car|walk,walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|rail|walk|rail|bus|car|rail|car|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|rail|walk,multimodal,
trip_000523,walk|bus|rail|walk,walk|car|bus|car|bike|car|bike|car|bike|car|bus|bike|car|bike|car|bike|walk|bike|car|rail|car|walk,walk|rail|walk,multimodal,
trip_000524,walk|rail|bus|walk,walk|bus|bike|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|bike|car|bike|car|bus|car|bus|car|bus|car|bike|walk,walk|rail|bus|rail|bike|walk|rail|walk|rail|walk,multimodal,
trip_000525,walk|rail|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|rail|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|walk|car|walk|car|walk,walk|car|walk|car|walk|rail|walk|car|walk|rail|walk|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|rail|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|walk|car|walk|rail|walk|rail|walk|car|walk|rail|walk|rail|walk,multimodal,
trip_000527,walk|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|rail|walk|car|rail|car|bus|rail|car|bus|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,
trip_000528,walk|rail|walk,walk|car|bike|walk,walk|rail|walk|rail|walk,multimodal,
trip_000529,walk|car|walk,walk|car|bus|car|bus|car|bike|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bike|walk|bus|car|walk,walk|rail|walk|bus|car|rail|walk|rail|walk|rail|walk,multimodal,
trip_000530,walk|bus|walk,walk|car|bus|car|bus|car|bike|bus|car|bus|car|bus|car|bike|car|bike|car|bike|bus|bike|car|walk|bike|walk,walk|rail|walk|rail|walk|bike|walk|rail|walk,multimodal,
trip_000531,walk|bus|walk,walk|car|bus|bike|car|bus|car|bike|car|bike|bus|bike|walk|bike|bus|car|bus|car|bus|car|bus|car|bus|car|bike|bus|bike|car|bus|car|bus|car|bike|car|bus|bike|car|bus|walk|bike|car|bike|car|bike|car|walk,walk|rail|walk|rail|walk|rail|walk|bike|car|bike|rail|car|walk|rail|walk|rail|walk,multimodal,real_transfer
trip_000532,walk|bus|walk,walk|car|bus|car|bus|car|bus|car|bus|car|bike|walk,walk|rail|walk|rail|walk|rail|walk,multimodal,
trip_000534,walk|rail|bus|walk,walk|bus|car|bus|car|bus|car|bus|car|bike|car|bike|car|bus|bike|car|bus|bike|car|bike|walk,walk|rail|car|bus|car|rail|bus|bike|car|bus|bike|car|bike|rail|walk|rail|walk|rail|walk|rail|walk|rail|walk,multimodal,
trip_000535,walk|bus|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|bus|car|bus|car|bus|car|walk|car|bus|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|bus|car|bus|car|bus|car|bus|car|rail|car|rail|walk|car|bus|rail|walk|car|walk|car|walk|car|walk|rail|car|walk|rail|bus|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail,multimodal,
trip_000536,walk|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|rail|walk|car|walk|car|walk|car|walk|rail|walk|rail|walk|car|walk|car|bus|rail|car|bus|rail|walk|rail|walk|car|rail|walk|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|rail|walk|car|rail|walk|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,multimodal,real_transfer
trip_000537,walk|car|walk,walk|bike|car|bike|car|bus|bike|bus|car|bike|car|bike|bus|bike|bus|bike|walk,walk|rail|car|rail|bike|walk,multimodal,
trip_000538,walk|rail|bus|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|car|bus|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk,walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|bus|rail|car|rail|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|car|walk|rail|walk|car|walk|car|walk|car|rail|walk|rail,multimodal,
